Name,Username,Date_Posted,Tweet,Reply_Count,Retweet_Count,Like_Count,Relations
Toby K,@iamtoby_k,May 28,"This literally could be the soundtrack to any romance movie   
#romance #couples 

https://lnkfi.re/32-Tattoo",2.0,7.0,8,love
Lanming,@lanming_artist,May 28,"𝘛𝘰𝘥𝘢𝘺 𝘺𝘰𝘶 𝘧𝘪𝘭𝘭 𝘶𝘱 𝘵𝘩𝘦 𝘥𝘦𝘦𝘱𝘦𝘴𝘵 𝘱𝘭𝘢𝘤𝘦 𝘪𝘯 𝘮𝘺 𝘩𝘦𝘢𝘳𝘵 𝘸𝘪𝘵𝘩 𝘺𝘰𝘶𝘳 𝘭𝘪𝘨𝘩𝘵  
 #draw #lanmingart #romance #乱あ #天道あかね #らんま #ranmasaotome  #akanetendo #fanart #artwork #Ranma1_2 #0527乱あの日 #ranmaxakaneday  #wedding #marriage",1.0,12.0,37,love
eNZYM,@enzympb,May 28,"DEAR LOVE, TO ME YOU’RE A JOKE
—-
I OWN NO RIGHTS TO THIS BEAT
#hiphop #rapper #drill #ghana #hopsin #trap #love #enzym #illmindofhopsin",,10.0,18,love
Babirye Edith @LFC,@edithrael,May 28,"End of the 
@LFC
 Season ... Thank you lads #lfc #liverpool #love",20.0,24.0,592,love
Atta Welfare Foundation (AWF),@AttaWelfareFDN,May 28,"Sending boundless love  from our Afghan brother! Let's spread positivity and kindness to one another. Together, we create a welcoming space where support thrives. Appreciating each unique perspective. #Afghanistan #AttaWelfareFoundation 
#Pakistan #love #attaWelfareFDN",16.0,39.0,516,love
The Real Taylor Wilde,@RealTaylorWilde,May 27,Love is love. #witch #love #death #rebirth,7.0,33.0,354,love
MOO HSEN,@4_sam_,May 28,You are my #love and my #Dreams,,2.0,5,love
Sadepiippu,@pipe_rain,May 27,"100 followers! Thanks everyone, I'll be celebrating this with a cold beer.
All the best and #peace & #love.",82.0,68.0,371,love
Shaikh Samiur Rahman,@SkSamiurRahman,May 28,"Our #Jihad is of #love #mercy and #compassion  Our Jihad is of #tolerance #justice and #human #sympathy
#islam #Ahmadiyya #peace #KhilafatForPeace",1.0,29.0,53,love
Brooklyn Morgan Johnson,@BrooklynMorganJ,May 28,"i am here right by your side

kissing your soul with the kindness of the clouds

holding hands lifting one another
smiling laughing crying

with the hug of a rainbow
+
memories of an oceans salt

you are never alone
i am here for you
always

~ brooklynmorgan
#inspire #love",5.0,14.0,31,love
Keanu C Reeves,@KeanuCR87331040,May 28,"Seeing people happy makes me feel much better, I can't stop that for any reason. 
#Dogstarband #KeanuReeves #KCR #JohnWick4 #love ",8.0,8.0,60,love
HyoseopSejeongOnly,@fendymolly,May 28,"No caption needed 

#CoupleGoals #AhnHyoSeop #KIMSEJEONG #Hyojeong ",,8.0,86,love
Lloyd Legalist,@LloydLegalist,May 28,"Marriage Tip of the Day:  
Never ask your wife when dinner will be ready while she’s mowing the lawn. #Marriage #CoupleGoals #Tips #Husbands #Wives",15.0,45.0,359,love
Hummingbird Warriors Digital Collectibles,@H3Energy_,May 28,"Good morning! Hummingbirds are messengers to remind you what brings you joy! Hope this cutie make you smile!
#MentalHealthMatters #H3Energy #hummingbirdwarriors #lovenature #Hummingbird #love #nftcommunity",2.0,6.0,16,love
Thehighersoul,@ruhi1515,May 28,"Kids are the purest form of getting unconditional love 
#unconditional love
#love for Art",5.0,3.0,18,love
#DemetÖzdemir,@fandemetoz_,May 28,"I can't stop making videos about this new trailer because it's crazy. #AdımFarah #FaHir #DemetÖzdemir #EnginAkyürek #TurkishDrama #FarahTahir #lovestory 
@dmtzdmr",4.0,38.0,110,love
Mugdha's Amna,@MugdhasAmna,May 28,"That's KrishDha for u

#love #MugdhaChaphekar #KrishnaKaul #PranBir #krishDha #kumkumbhagya",1.0,5.0,22,love
Not Dorothy Parker,@NotDottieParker,May 27,The definition of #CoupleGoals. But you forgot to add that you are the kind of people who owned a fledgling pillow company but felt compelled to donate pillows to the guardsmen who were sleeping on the floor of the Capitol after Jan 6. All your success is earned & well deserved.,1.0,4.0,48,love
Zee,@growingupzee,May 28,"We grieve after learning this week that Zee and Pikachu are no longer in orbit.  Our launch provider, ⁦
@celestisflights
⁩, placed them in a spacecraft never intended to achieve the expected 5-10 year orbit, but with a mission life of only 3 hours. Another try in 2024 #love",21.0,20.0,147,love
Supernova,@DisperseStar1,May 28,"“In the garden I see only your face.
From trees and blossoms
I inhale only your fragrance:”—-

Rumi 
#love #silence #fragrance #blossom",1.0,5.0,13,love
PhotosAndWoodwork123,@PhotoAndWoodArt,May 28,"Flight to a painting...

#flight #ducks #painting #abstract #trees #reflections #nature #birds #love #art #photography",7.0,3.0,33,love
Squirrel Lover World,@squirrellovers_,May 28,"Eating my cute squirrel baby 

#foryou #fyp #usa #squirrel #cute #love",5.0,20.0,134,love
NataliCuteeli,@NataliCuteeli,May 28,"Wild Rose 
The perfection of beauty, lasting a couple of days...

#cuteeli #art #love #nature #cute #beautiful #NaturePhotography #garden #flowers #rose #positive #beauty #wildrose #gardening #blossom #amazing #floriculture #TwitterNatureCommunity",17.0,21.0,166,love
"Kelly Miller, #BestSelling #Regency #Author!",@Kellyrei007,May 28,"“A Triumph!”

“The Darcy Secret,” a #Suspenseful #PrideandPrejudice Regency #Romance!
On #KindleUnlimited!
#BooksWorthReading #GothicRomance
Will a dire family secret lead to Darcy’s ruin?
https://mybook.to/KellyTDS",8.0,95.0,64,love
dangerousl00,@dangerousl93765,May 27,"This editing really took a long time, I hope for your support and thank you

#DangerousRomance 
#KanghanSailom 
#kdppe 
#perthppe 
#love 
#edit 
#Twitter 
#like",2.0,17.0,41,love
DailyNoah.com,@DailyNoahNews,May 28,"Bill Gates Now Admits Vaccine Is 'Ineffective'? https://wltreport.com/2023/05/27/bill-gates-now-admits-vaccine-is-ineffective/… #Clean #love via 
@DailyNoahNews",2.0,5.0,8,love
Black Swan Kurdistan,@BlackSwanKurd,May 28,The world must remember the Kurdish People #love,,4.0,11,love
Squirrel Lover Zigzag,@squirrel_zigzag,May 28,"Red Squirrel Geneva Switzerland
-
#animal #love #forest",,15.0,124,love
jaly Souza | fan Account,@xparrillamader,May 27,"Simply splendid my Rita castillo  She just wanted true love, She didn't get a chance to live that love.  
@LanaParrilla
  You were great as Rita Castillo my love  #Ritacastillo #lanaparrilla #lp #love",,6.0,42,love
Stanislas Wawrinka,@stanwawrinka,May 28,"Our fans are the best fans in the world, don’t mess with them !

#rolandgarros #fans #love #passion #thankyou #hardwork",24.0,66.0,"1,285",love
Jaden,@i_am_jaden7,May 28,"I am filled with an overwhelming sense of love, for the incredible 
@cz_binance
#Love is the key that unlocks the true #beauty of life, and together, we can illuminate the world with love!
The I LOVE YOU COIN ( $ILUC ) is meant for you. 
@ILUC_US
 #blockchain #cryptocurrency",7.0,16.0,22,love
The last warrior,@kooye_tamasha,May 29,"I am happy because I choose to look at things that make me happy, so my eyes catch their ridiculousness and I laugh at it.
#happy 
#Newsfile 
#medicine 
#nature 
#life 
#love 
#bigstage2023",,17.0,30,love
Foundation For Feathered Friends,@ForFeathers,May 27,"we took Steven to be released & he flew fine but was chased & attacked by the same crows so we took him to #idlewild #animalsanctuary 

He turned out to be Stevie, met Horny (who had been shot & was aggressive) They promptly fell in #love 

It was written in the stars 
#birds",5.0,11.0,57,love
T A M O Z,@Arro12Aug,May 29,An #explorer fall in #love with a #piggy #Oink #Oink #Ordinals,,3.0,14,love
DailyNoah.com,@DailyNoahNews,May 27,"Bill Gates Is Behind mRNA Cattle?! https://wltreport.com/2023/05/27/bill-gates-is-behind-mrna-cattle/… #BillGates #cattle #Clean #love via 
@DailyNoahNews",7.0,15.0,24,love
حسين نصار,@aesheq1,May 27,"""The #truth is not easy, and we are all searching for it, and the test comes when you find it.""
#Wisdom #love ♡",,4.0,120,love
Sarah Kate Photography,@SarahkateMurph3,May 27,"Last night I dragged Kevin & Kate to the ends of the earth for some epic sunset photos, it doesn’t get more romantic than this. 

#myireland #ireland #westcork 
#sunset #romance #elopetoireland",3.0,4.0,47,love
Black Heart Black is poetic,@Higgin99Higgins,May 28,"For your #love I crave
If you die I'll dig two graves
I'll walk with you on thin wires
I'll stand by you against fires
You're my umbrella in rain
You soothe me from my pain
You decide whether I live or die
...whether I laugh or cry
Let's reciprocate the energy..

#vss365 #poetry",1.0,6.0,20,love
Benzy,@Benzy_Wahala,May 28,"They said I should use my beauty and sell my music. Oya see me 

https://fanlink.to/benzy_wahala_family…
Listen and share 
#family #love #newmusic 
@DONJAZZY
 @mreazi",1.0,6.0,14,love
breeze of Life,@breezelife2023,May 27,"“𝐋𝐨𝐯𝐞𝐫𝐬 𝐡𝐚𝐯𝐞 𝐡𝐞𝐚𝐫𝐭𝐚𝐜𝐡𝐞𝐬 𝐭𝐡𝐚𝐭 𝐜𝐚𝐧’𝐭 𝐛𝐞 𝐜𝐮𝐫𝐞𝐝 𝐛𝐲 𝐝𝐫𝐮𝐠𝐬 𝐨𝐫 𝐬𝐥𝐞𝐞𝐩 𝐨𝐫 𝐠𝐚𝐦𝐞𝐬, 𝐛𝐮𝐭 𝐨𝐧𝐥𝐲 𝐛𝐲 𝐬𝐞𝐞𝐢𝐧𝐠 𝐭𝐡𝐞𝐢𝐫 𝐛𝐞𝐥𝐨𝐯𝐞𝐝.” 𝓻𝓾𝓶𝓲 𝓶𝓾𝓵𝓪𝓷𝓪

#rumi #birds #trends #love",,5.0,18,love
Michael Giovanni,@Giotraining,May 28,"⁣⁣// 𝐒𝐢𝐝𝐞 𝐁𝐲 𝐒𝐢𝐝𝐞 𝐓𝐢𝐥𝐥 𝐓𝐡𝐞 𝐄𝐧𝐝 // ⁣⁣⁣⁣
. . <<< @LilGioThePitbull >>>⁣ . .⁣⁣⁣
⁣⁣⁣⁣
#BigBoys #AllThatINeed #Loyalty #Love #Fyp #BestFriend #FatherAndSon #Goals #Pitbull⁣⁣⁣
#Dogs #Tattoo #Ink #LilGioAndGioKnows ",48.0,385.0,"5,691",love
Mid Day,@mid_day,May 28,"#MiddayPoll |

Vote for your favorite diva #ShehnaazGill or #TejasswiPrakash 

Highest voted celebrity's fan accounts receive a shoutout at 10pm.

#VoteNow #ShehnaazKaurGill #ItsmeTejasswi #Shehnaazians #TejaTroops #Love #Bollywood #Mumbai #Fandom 
@FC_ShehnaazGill
…",138.0,354.0,284,love
VuBy,@RendezvousPutri,May 28,"If it comes, take it
And if it goes, let it....

#Love",1.0,4.0,23,love
Aiji あいじ,@aijiaizi,May 28,"can’t stop 　#japan 
#rakugaki #ラクガキ #落書き #illustration #drawing #134page #samurai #侍 #武士道 #bushido #fundoshi  #ふんどし #褌 #愛 #love #抜刀 #battou #katana #刀 #1刀流 #tshirt #tシャツ #japanese #日本 #fullmoon #月 #ロゴ #logo #aijiaizi",1.0,,13,love
Kryptex Golf Carts,@kryptexgolfcart,May 28,"Get ready to take your golfing to the next level with us!  We've got the best golf carts you need. Shop now! 

#golf #shopping #golfResort #golflove #golfbabe #golftrip #golflifestyle #love #golfcart
https://kryptexgolfcarts.com/products/2023-advanced-ev-4l…",5.0,3.0,7,love
The Better India,@thebetterindia,May 28,"""I had a terrible accident right before my wedding. He lifted me in his arms on the wedding day and took the pheras. He stood by me when I couldn’t even stand on my feet.""
-- Shatakshi 

#CoupleGoals #Love #Inspiration #Wedding",,7.0,65,love
CAROLYN HAYNES—“BEWITCHED” First Class #LATimes,@carolyngrace505,May 28,"Discover wisdom, romance, and comedy on the pages of Bewitched. ￼

https://amazon.com/dp/B0BKTNWTNV

#Bewitched #BookBoost #BestSeller #Romance #hollywoodnews #KindleUnlimited",,6.0,15,love
The King Of Love Wishes You LovePeace,@Bijan_Cyrus,May 28,"I don't know how to tell you THANKSCleopatra 
for helping us for spreading #LOVE on #LOVETRAINFROMIRAN & Also your #wonderful #posts that give us positive energy!  

I LOVE You & All my dearest #Friends with all my heart,",1.0,105.0,131,love
Matty Rock,@mattyrock2k,May 28,"Much love and happy Sunday peeps. Perfect day here in the Big Apple. And yeah, we got palm trees. Lol. #love #hapoy #nyc #newyork #coffee #selfie #me #thehundreds",4.0,6.0,56,love
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,May 28," You know who's going through a lot right now?
Literally Everyone! 
Just Be Kind 

#BeKind #KindnessMatters 
#Love #Caring ",,6.0,32,love
BathBody_Shop,@BathbodyShop,May 28,"Beautifully packed Soap Flower Bouquets are a perfect gift, wedding favours, or just a little treat for yourself.Each bouquet contains 6 roses , 2 carnations , 2 sunflowers , 1 hyacinth bean. https://bathbodyshop.co.uk/product/standing-soap-flower-bouquet-pink/…
#soapflower #HandmadeHour #handmadesoap #soapgifts #art #love",,5.0,8,love
The King Of Love Wishes You LovePeace,@Bijan_Cyrus,May 27,"#Love links Our Hearts On Sky Of #Kindness
For Reaching Us On the beach of #Peace!
@Bijan_Cyrus
 #LOVETRAINFROMIRAN

#rtItBot #ThinkBIGSundayWithMarsha 
@Black10T172
 @LesleyannIrvin1
 @9HUrne5nPVQ7p5h
 @marjoryk2012
 @nsaidian
 @NayioArtisan
 @YourNayaab
 @Dida_ti
 @bellalilli161",2.0,67.0,71,love
𝔖𝔢𝔲𝔪𝔞𝔰𝔅𝔬𝔫𝔡,@SeumasBond,May 28,"#AlwaysBNice4Ever𝟙𝟙𝟟
#JamesBond
#IanFleming 
#ForYourEyesOnly

""..And some say the most #Beautiful #Bird in the world.. the #Doctor #Hummingbird""

""His body bends backwards like a bow with the #Pain""

#Cry #Laugh #Talk #Love #Trauma #Human #MentalHealth",3.0,14.0,90,love
Alan Lucas,@SYSOsystem,May 28,"One of the biggest issues in relationships is how personally we take things. So often our partner’s behaviours and responses have little to do with us and everything to do with them.
@SYSOsystem
 #relationships #healing",1.0,2.0,5,love
The King Of Love Wishes You LovePeace,@Bijan_Cyrus,May 28,"To Kiss #Love with All your heart, that's walking 
On the beach of #Peace of Life.
@Bijan_Cyrus
 #LOVETRAINFRMOIRAN #InnerPeace 

#rtItBot #ThinkBIGSundayWithMarsha 
@1228erin
 @Black10T172
 @9HUrne5nPVQ7p5h
 @LesleyannIrvin1
 @marjoryk2012
 @nsaidian
 @Dida_ti
 @NayioArtisan",1.0,57.0,55,love
Shellby.ETH,@Shellby_Yummy,May 28,"Hey buddy. How cool do you see it
Thank! 
@pepecoineth
 #PEPE #Lovestory",1.0,11.0,76,love
CherAnn Wright,@WrightCherAnn,May 28,Being a #parent means you get to be someone’s first and only love for years. Oh what a feeling that is!! #momlife #daughters #WritingCommmunity #love #LIVE These girls are my life.,,,12,love
Usman,@Usman_Ahmed777,May 29,"Black day Sidhu Moose Wala 
#SidhuMooseWala #SIDHU #Blackday #BlackDayOfIndia #love #Indian",,4.0,5,love
zinsane,@zinsane_,May 28,"Another One of my favourite projects..:

#mybaby #love #romantic #lovesong #flstudio #studio #spotify #Zinsane #rapper #xoxo",,,4,love
Matty Rock,@mattyrock2k,May 28,"Awww shizzle!  Much love and happy Saturday peeps. The powers of The Bench have summoned my brutha, actor and wrestling superstar 
@BIGGENESNITSKY
 for a visit. Never underestimate the power of The Bench!  #love #happy #actor #wrestler #huskyaquaman #ruizing #awesome",7.0,6.0,64,love
Dan Kurtis,@danieltkurtis,May 28,"B O Y on F  R E 

#blessed #gaychristian #stayblessed #christian #gaynottm
#gay #dk #dankurtis #love #makelovenotwar #survivor",1.0,2.0,81,love
Jeremy Madmartigan,@jmadmart,May 28,"Good morning! Happy Sunday!
Blessings!  

What can I say

of gazing over
holy lands
breathing in
fragrant soils 

Sanober Khan
#poetry #quotes #coffee #swoosh #photo #Love
 andre ouellet",7.0,17.0,78,love
BURRITO MAN,@TheBurrito_Man,May 28,"Good morning familia. I hope you enjoy your weekend as much as I enjoy burritos.  
#love
#burritogang
#forever",5.0,4.0,6,love
flyingfish,@pycflyingfish,May 28,"Less entanglement with people, more close to nature
#book 
#photography 
#love",,2.0,17,love
J.J. Piedra,@JJPiedraOELN,May 29,"My Girlfriend Was Delivered by 2-Day Shipping Launches on June 19! Autographed Copy Pre-Orders are live and include a special gift!

https://joshuajpiedra.com/2023/05/28/my-girlfriend-was-delivered-by-2-day-shipping-launches-june-19/…

#anime #manga #lightnovel #oeln #romcom #romance #comedy #otaku #anitwt #booktwt #book",,14.0,16,love
NataliCuteeli,@NataliCuteeli,May 28,"Have a positive week everyone! 

#cuteeli #art #love #nature #cute #beautiful #NaturePhotography #garden #flowers #daisies #sunny #positive #beauty #gardening #bamboo #pretty #SundayYellow",31.0,47.0,301,love
Chaithra Achar,@Chaithra_Achar_,May 28,"100 crunches later….

#love #live #letlive",2.0,,190,love
NataliCuteeli,@NataliCuteeli,May 28,"Have a great day everyone! 
Gorgeous quince flowers create a wonderful spring mood! 

#cuteeli #art #love #nature #cute #beautiful #NaturePhotography #garden #flowers #quince #pretty #beauty #positive #gardening #bush #TwitterNatureCommunity",17.0,41.0,195,love
taeby,@taegiveaway,May 28,"$15 ~ 6 HOURS 

- RT & Quote RT on @lovetokenbsc with hastags 

 @LoveTokenbsc HUGE FAIRLAUNCH TODAY 18:00 UTC NEXT X1000 LY 
@M4573RCH
 

#pepe $bob $pepe #doge #memecoin #bsc #bscgems #eth #floki #bob $floki $wagmi $vb $Binance $cz  #moonshot #bullrun #psyop #love $love…",477.0,748.0,111,love
Dennis Hepworth,@DennisHepwort13,May 28,A beautiful evening last night with my wife Cathy #family #love #Brooklyn #NY,1.0,1.0,16,love
DeborahKLAWriter,@DebKlaWriter,May 28,"Available for pre-order and featuring my short story, “Aurelian Bliss”, a new science fiction romance anthology! Explore the nether regions of the galaxy where love knows no bounds!
https://amzn.to/41ro29P
#sciencefiction #romance #BVS #anthologies #scifi #love #erotica",,10.0,9,love
#DemetÖzdemir,@fandemetoz_,May 28,"OMG!!! Literally speechless. #AdımFarah #FaHir #DemetÖzdemir #EnginAkyürek #FarahTahir #lovestory 
@dmtzdmr",2.0,22.0,75,love
Wind,@WindPixie,May 28,"Always has his eyes on her. PS. Those glances are so hot, they could melt an ice berg.  #Caryl #Carol #Daryl #TrueLove #SoulMates #DreamTeam #EpicDuo #BadAsses #Icons #MyHeros",1.0,6.0,83,love
minty and cozy,@mintyandcozy,May 28,"Wanderin’ free, wish I could be part of that world 
.
.
 #그림 #일러스트 #일러스트레이터 #アート #イラスト #イラストグラム #イラストレーター #イラスト好きな人と繋がりたい #画 #絵 #oc #kawaii #drawing #illust #illustration #newjeans #danielle #littlemermaid #art #love",1.0,2.0,24,love
dczd23,@dczd23,May 28,"This is so wonderful and inspiring! A lot of elderly people are alone or forgotten! Go visit them, embrace them or, at least, call them, as long as they’re with still here with us. Without them we wouldn’t be here, too… #respect #love #solidarity",4.0,8.0,21,love
JudyKeith,@JudyandKeith,May 28,"#NewRelease 'First Love?'
#Romance #KindleUnlimited free 
Give the #gift of #Reading 2 someone you love Collections of moral #shortstories #ChildrensBooks #YA #paranormal mysteries original #piano compositions & #poems 
All inspired by & 4 our family
Enjoy https://amazon.com/stores/Judy-and-Keith/author/B0B4TBSWRY…",2.0,60.0,43,love
Kryptex Golf Carts,@kryptexgolfcart,May 28,"Get 2023 Advanced EV 4L - Black  for 7000.00  from Kryptex Golf Carts 

#love #trending #viral #summer #repost #golfcart #golf #golflife
https://kryptexgolfcarts.com/products/2023-advanced-ev-4l-black…",5.0,3.0,7,love
StorySpirit4U,@StorySpirit4U,May 28,"She was the Caribbean Queen as told in old legends, and she’s waiting to take you to another paradise—one that may claim your soul!
#Supernatural #romance #thriller  https://amazon.com/dp/B09X4G9X3W",3.0,73.0,56,love
Sofia F,@SofieFernand,May 27,"Here’s a sneak peek of the romantic fairy tale I will post later this year. Pictured below are Lord Terrence Tremblay & Lady Anne Beauchamp

#writerslift #writingcommmunity #charlierowe #hannahrae #timotheechalamet #albabaptista #BookTwitter #romance 
@RealChalamet
 @albabaptista_",8.0,24.0,21,love
Bingfield Alpacas,@BingfieldAlpac1,May 28,Mexico says “have a nice Sunday!”#love #MonacoGP #SundayMotivation #sundayvibes,,4.0,73,love
Kyukyumber,@KyukyumberInc,May 28,"Animated version. This song is so cute ^^ (Music: Sugar High by STVN. I dont own this song)

#artmoots #cute #CoupleGoals #animation",1.0,1.0,4,love
HollywoôdB,@HywoodBLE,May 28,"Late night confessions: My favorite song of all time I created was B effect. When creating this song I wanted to tell a story of obsession and love. 
B Effect is out now on the Whos HollywoôdB mixtape. Link in bio. 
In comments lmk your best love story!
#love #RnB #Sing…",1.0,1.0,,love
Elsa,@crypt_Elsa,May 28,"It's the weekend, so it's time to reflect on your week's progress.

Me: my week was useful, I invested more energy learning God word, finding out about web3 ecosystem (nft unequivocally) and making friends on the space 
#love #nfts #DeFi #web3community #web3",,1.0,10,love
Robert Ratemo,@4ratemorobert1,May 28,"Sunday morning light .

#art #artist #painting  #acrylicpaint #canvas #brush #reality #dalilylife #painter #artistry #artistic #talent #passion #selfthaught #artistsplatform #selfpromotion #people #nature #followformore #newposteveryday #love #artafrica #painting #artafrica",,8.0,37,love
C H I N W AFOR LIFE,@JOHNMRPATIENCE,May 28,"Happy Mother’s Day 

Song By: Wendyyy Tout Fanm Se Fanm

#Love #momlife #chinwalove",,14.0,64,love
Szandi.Jason Internatonal couple,@JasonSzandi,May 28,We tried out this cute tiktok trend #trend #hugtrend #love #amwf,,,3,love
