Name,Username,Date_Posted,Tweet,Reply_Count,Retweet_Count,Like_Count,Relations
Lucida Lucid Tarot,@TwinFlameRx,May 31,Happy Wednesday!  Need a reading? Lucida(twinflamerx) I'm available! #Psychic #Tarot Ask me about anything #Love #SoulMates #TwinFlames #family #friendship #career #romance #union #mission #lifepath #ascending #tarotreading https://psychic.bitwine.com/a/399034a #bitwine,,1.0,1,friendship
Squil Gallery,@Squilly4444,May 31,"Signature ‘Best Buds’ design by 
@Kissmyassh_tray
 in violet

Purchase herehttp://squilglass.shop/product-page/bestbuds002…

#bestfriends #resin #ashtray #kissmyasshtray #STONER #StonerFam #WeedLovers #WeedLife #Weedmob #Weedsmokers",,1.0,3,friendship
Amendo,@ThisIsAmendo,Jun 3,"Most people these days try to stay in touch with their old friends only through social media. But if you’re craving a fuller #friendship, these tips are for you!",,,,friendship
Maddie Please Author,@MaddiePlease1,Jun 4,"""I loved this book and was so disappointed when it ended. A really good story. Full of real emotion. Loved the ending & every thing in between"" 5#Italianlakes
#friendship #fun 
@BoldwoodBooks
 
http://mybook.to/VintageVacationMP…",,,1,friendship
The Main Channel,@MainChannel_,Jun 3,"'A Sweet Read for a Storytellers Shelf 
(by 
@CrystalMarcos
)'

http://viewbook.at/AmazonHeadache

'5 ....a wonderful story with lessons for children and adults alike.'

#kidsbooks #adventure #fantasy #friendship #lifelessons #earlylearning #IARTG #Kindle #books #ebooks #audiobooks",,2.0,2,friendship
The Main Channel,@MainChannel_,Jun 2,"'...an entertaining story kids will sink their teeth into!'

http://viewbook.at/AmazonBellyacheBook…

'5- 
@CrystalMarcos
 has written a real winner!'

#childrensbooks #kidsbooks #friendship #forgiveness #bullying #kindness #adventure #magic #fantasy #IARTG #audiobooks #books #ebooks #Kindle",,2.0,,friendship
Sunflower Wellness,@sunflowerlab_,Jun 1,"Cannabis is like a friend who is always there to relax you and brighten your day - say hello to your green best friend! 

#CannabisFriend #WeedLovers #Friendship",,,13,friendship
꧁༺Strange-Soul༻꧂,@Strangs0ul,Jun 1,"#zombies #apocalypse #horror #friendship #futuristic #romance #drama #realistic-world
""They are showing Sir,""
""Who.”
""The deceased Sir - the dead are approaching,""

 
@eBookLingo
 https://ebooklingo.com/book/524/strange-aftermath…",,,1,friendship
Stephanie Wood CHRISTMAS ON THE CLOSE,@TheCloseSeries,May 29,"Lorraine is ready to make some big changes when Ray announces his #retirement but will her #CountdowntoChristmas be as successful as she hopes?

#Christmas #booklovers #festivefiction
#bookclub #bestfriends #holidayseason

http://amzn.to/2c6yQpN",,,2,friendship
The Main Channel,@MainChannel_,Jun 2,"'5 Summer of ‘82 by 
@AllenMadding
 is a beautifully nostalgic story which captures the time & the place with incredible detail.'

https://amazon.com/Summer-82-Coming-Forgotten-South/dp/0578327236/ref=sr_1_1?crid=20FE6PI7X105L&keywords=allen+madding&qid=1651952271&sprefix=allen+madd%2Caps%2C130&sr=8-1…

#love #friendship #eighties #theeighties #nostalgia #comingofage #booktwt #Kindle #books #ebooks",,3.0,1,friendship
Jill Hannah Anderson,@JillHannahA,May 31,"Today's book blog features an #authorinterview with 
@dcarbs727author
 and info about her #NewRelease (out 6/6!) Add this #WomensFiction #friendship book to your #TBR list! #booklovers #authorlife #WritingCommunity https://sharingyourbook.blogspot.com/2023/05/all-that-is-sacred-by-author-donna.html…",,1.0,1,friendship
Rich Paschall,@rjpaschall,Jun 4,"A LOVE TOO LATE https://teepee12.com/2023/06/04/a-love-too-late/… via 
@fivedawgz
  Sometimes you confess too late. An #LGBT short story. Click the link below. #Fiction #friendship",,,,friendship
"Tanya Feke, MD",@tanyafeke,Jun 3,"There is a huge difference between being alone and being lonely. Being alone is a physical state and being lonely is an emotional one. When you connect with other people, you change your world. #livebetter #connect #friendship https://bit.ly/3Hq5kZ8",,,1,friendship
ASHTON IRWIN UPDATES!,@ashtonupdating,May 31,"Best Friends has surpassed 6M Spotify streams with a total of 6,180,231 congratulations 
@5SOS
 #5SOS5  #BestFriends",,5.0,,friendship
Twinkl Home Educators,@TwinklHomeEd,Jun 1,"Twinkl Originals are celebrating the launch of their new eBook ‘How to Catch the Sun’ with a giveaway! Head over to their page to enter here  https://twinkl.co.uk/l/1juvhz
#MayaCivilisation #TimeTravel #SouthAmerica #Guatemala #Rainforest #Archaeology #Adventure #Friendship",,,1,friendship
indrid cold,@nerdz0ne,May 29,"""LPT 2 everyone"" Choose your friends wisely as they shape your expectations and future. Real friends motivate, inspire, and challenge you to become the best version of yourself. #friendship #motivation #growth",,,,friendship
The Lucky Ones,@LuckyOnesTV,Jun 1,Alyssa learned to love herself more fully through Alexis’ unwavering compassion and support. Share your loved one’s story at http://LuckyOnesTV.com. #LuckyOnesTV #celebratelife #lovedandlost #griefjourney #friends #friendsforever,,,,friendship
Uvi Poznansky Author,@UviPoznansky,Jun 2,"Via ""
@JanRomes
Book II Wine and Sweat Pants
SIPPING SANGRIA
https://amazon.com/Sipping-Sangria-Wine-Sweat-Pants-ebook/dp/B01JO2MU8O/… …
#womensfiction warm #friendship",,3.0,1,friendship
Lbs,@lovebeing_suzy,May 28,"Three slides of gorgeousness and beauriful friendship 
@thealbinoebubu
 and 
@thejaypee_
 
I stan just nice things plix 
 
#Jaypee #ebubu #friendship",5.0,13.0,225.0,friendship
ℂ𝕠𝕣𝕟𝕚𝕤𝕙𝕂𝕠𝕡𝕚𝕥𝕖𝕁𝟜𝕋𝟡𝟟,@ShaneMeneer,May 29,"Should of been the greatest night of our and Juventus lives but it turned into a nightmare.

Let’s all remain the 32 Italians,4 Belgians,2 French and 1 Northern Irish.

Football did not matter that night.

RIP THE 39  
#Heysel #Juventus #Liverpool #YNWA #friendship",4.0,19.0,163.0,friendship
Macja Preja,@MacjaPreja,May 28,"Gloria is having a chilled out Sunday. 
#MacjaPreja #AdoptDontShop #CatsofTwittter #catlover #ShelterCats #bestfriends #beauty",1.0,3.0,17.0,friendship
brittney,@barchielover13,May 28,Toni and Betty a gift of a friend #riverdale #betty #toni #friendship,2.0,1.0,8.0,friendship
𝓚𝓻𝔂𝓼𝓽𝓪𝓵,@p_ea_ce_,May 28,"Mention that one online friend
#BestFriends #OnlineFriends #yaara",5.0,2.0,9.0,friendship
NIKKI IRISH: IN HOUSTON NOW (Visiting NYC 6/19-23),@Nikki_Irish,May 30,My Memorial Day. #bestfriends #park #dogs #beer,8.0,4.0,91.0,friendship
Macja Preja,@MacjaPreja,May 28,"Beautiful Premy would like to wish you all a lovely evening. 
#MacjaPreja #AdoptDontShop #CatsofTwittter #catlover #ShelterCats #bestfriends #BlackCat",3.0,3.0,19.0,friendship
Jen,@cryptog8rl,May 27,"One of the best parts of 
@veecon
 is spending time with really awesome friends I made last year  Love these guys so much!  
@BevdB
 @TanyaLPrince11
 @Dolceboi99
 @veefriends
 @garyvee
 #squadgoals #jcrew",5.0,5.0,34.0,friendship
Angie,@pherasendiri,May 29,"As for me, I was a bit unlucky and didn't meet any good love, but fortunately, friendship has been taking care of me, thank you, my good sister #Friendship #Sister #Beauty #Woman #Sexy #like #Morning #stroll #Park #Enjoy #Free #Hapiness",1.0,2.0,20.0,friendship
Your Kind Sweet Angel Official,@SolLevano,May 29,"Huggy Hug's Angel

#yourkindsweetangel #AngelOc #huggywuggy #BabieOc #PoppyPlaytimefanart #PoppyPlaytime #fanart #ArtDigital #ibisPaintX #friendship",,,6.0,friendship
AKAQuietStorm88,@ksb1908,May 29,Happy Happy Birthday my beautiful friend of 26 years. I wish u many continued blessings.  #Potd #bhfyp #HappyBirthday #birthdaygirl #celebrate #smile #friends #celebrate #Phoebedawson #birthday #alfonsodawson #friendship,12.0,3.0,82.0,friendship
Yorkshire Club,@YorkshireClub19,May 28,"Who else gets this excited to see their #bestfriends
#yorkshireterrier #yorkielife #yorkielove",1.0,4.0,22.0,friendship
Esther_YuShuXin.Global,@YuShuXin_Global,May 27,"Update from others || 2023.05.27

Tiffgotit Xiaohongshu update

#来自星星的穿搭
#香港 #HongKong #fishing
#BestFriends #Besties #闺蜜
#YuShuxin #EstherYu #虞书欣 #우서흔 #ユー・シューシン #NguThưHân #อวี๋ซูซิน 
#Cpop #ChineseActress",,16.0,68.0,friendship
Jamie,@mrsmirg,May 29,An afternoon in NE Ohio with one of my favorite humans  #friendship #SundayFunday,1.0,,2.0,friendship
susan nefzger,@snefzgerpr,May 29,"Beach Beautiful Day! 
#bestfriends #amwriting",2.0,,3.0,friendship
PotatoFoxy,@ThePotatoFoxxo,May 28,"I made 
@Mass_Legion_
 vanish with a spell. #furry #furryfandom #friendship #nostalgia #vrchatfurry",6.0,5.0,88.0,friendship
Everyday,@Everydayfumetto,May 28," Looking for Snow Song - 4

#fumetto #fumettista #strisciacomica #fumettoindipendente #compiti #scuola #gag #arte #comics #comicstrip #friends #friendship

Sorry for my bad english",1.0,3.0,15.0,friendship
"Mae loves snc, kat, & stas",@katsxplrx,May 29,"#stasandkatrina: you’re my best friend, i love you forever 

#bestfriends #stnk",4.0,7.0,15.0,friendship
Macja Preja,@MacjaPreja,May 29,"Senior gentleman Alex is enjoyed this sunny day and is doing well with his fosters. 
#MacjaPreja #AdoptDontShop #ShelterCats #bestfriends #beauty #catlover #animalshelter #CatsofTwittter #SeniorCat #OldieGoldie",2.0,4.0,23.0,friendship
Gale Riding,@RidingGale,May 28,Mylo Finds A Friend #childrensbook  #friendship #kindness #authors #poets #writers.   Read and see how being #different didn't stop Mylo from finding a #friend,,4.0,8.0,friendship
Dream,@Dreamer_Avax,May 29,"You guys look better with a hat 

$Spore 
@sporeproject
 #Avax #bnb #friendship #BSCGEM",4.0,10.0,20.0,friendship
dont @ me,@_Skatepunkzz_,May 28,"the #mongarmy is taking over Twitter! 

 Just went on a $MONG follow binge, #MONGMOB suite up!   

#SQUADGOALS

Snapshot at 4am PST tmrw (monday)!

Get your affairs in order #MONGFAM,
next stop, the citadel >>>> 

#SQUADGOALS
@mong_coin
 
@mongs_nft",2.0,8.0,21.0,friendship
mustLearnMore,@mustLearnMore,May 28,"""Not what we have but what we enjoy constitutes our abundance.""
— Epicurus
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology",,,4.0,friendship
Nandana Sen,@nandanadevsen,May 29,"Such fun to celebrate the birthday of marvelous 
@PeterBazalgette
 in #Tuscany w/ #friends who traveled across the world for the extended fiesta—filled w/ sunshine, wine, music, dancing, laughter & love

#weekendfun #longweekend #HappyWeekend #holidayweekend #friendship",5.0,3.0,52.0,friendship
mustLearnMore,@mustLearnMore,May 28,"""Rule your mind or it will rule you.""
— Horace
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #support #community #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,,3.0,friendship
Ozzie girl - Loving life Sunshine,@OzzyGirlSunny_,May 28,Treasures in life  #friendship,1.0,4.0,7.0,friendship
mustLearnMore,@mustLearnMore,May 28,"Cease worrying about things beyond your will.
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #support #community #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,,2.0,friendship
mustLearnMore,@mustLearnMore,May 29,"""Luck is what happens when preparation meets opportunity.""
— Seneca
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,,1.0,friendship
mustLearnMore,@mustLearnMore,May 29,"""Who looks outside, dreams; who looks inside, awakes.""
— Carl Jung
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,,1.0,friendship
mustLearnMore,@mustLearnMore,May 28,"""Never give up on a dream just because of the time it will take to accomplish it. The time will pass anywhere.""
— Earl Nightingale
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness",,,4.0,friendship
Young Professionals Forum Ondo,@YPFOndo,May 29,"IT'S AN AMAZING NEW WEEK!

How about achieving your goals faster and farther than you ever imagined?

Consider this quote:“If you want to go fast, go alone; but if you want to go far, get together”

#YPFOndosouth 
#Hopechurch
#Youngprofessionals
#MotivationlMonday
#Friendship",2.0,,2.0,friendship
Mystic KootenayGirl,@Kootenaygirl69,May 28,"Today is my best friends birthday. This woman is such a phenomenal human who has overcome life's bullshit in some remarkable ways. She IS a survivor.

She is the kind of friend that can literally complete my sentences.
I fuckin love her.

#RideOrDieHomie
#BestFriends
#Overcome",1.0,,17.0,friendship
Mary Keiser,@MaryKeiser1,May 29,"Sundays are more fun with  friends 

#dogsoftwitter  #dogs  #pets  #Animals
#bestfriends  #music",,,3.0,friendship
Jeremy,@Jayibiwoye,May 28,"It's a Happy Sunday from us here
So nice to finally meet the Boss 
@Caleb_fatorisa
 and to catch up with my wonderful friend 
@marybamidele_
 
In short, Sunday was amazing
First service at the 
@dclmhq
 
#GCK2ndAnniversary #DLConversations #friendship #celebrity #musician",3.0,1.0,57.0,friendship
WabiSabi,@Geeky_Foodie,May 28,"And very few understand this! But those few are enough  
#memoriesbringbackyou #Grief #Love #Friendship",7.0,1.0,26.0,friendship
Amanda Holley,@listentoamanda,May 29," #RideOrDie in between shots  random Bts w tha team & cast  so thankful for each of you!! 

STILLS  by 
@mikeypiliero
 
Hair color: 
@rafael
.torrecilla 
Style: @ryanmartir 
#streetstyle #friendship #artist #singer #songwriter #fashion #music #pinterest #losangeles #nyc",1.0,1.0,8.0,friendship
Glenn McDowell (He/Him),@Glenn6188,May 28,"Just a few student nurses with some time off, out letting their hair down  

#belfast  #studentnurses #thefutureisbright #SelfCareSaturday #selfcareforhealthcare #friendship #muchneededtimeoff #werealmostthere #examseason",,1.0,15.0,friendship
mustLearnMore,@mustLearnMore,May 28,"Nurture better habits...
• • • • •
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #support #community #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,,2.0,friendship
Mariska Haring,@MariskaRocLuh,May 29,"SISTER FROM ANOTHER MISTER. 
@LaurelLHolloman
 and 
@tracymiddendorf
  #friendship #BFF",2.0,2.0,60.0,friendship
James Price,@JPriceCartoons,May 29,"A picture of Sally Squeeks with her squirrel friend Sam.

I wonder what these two are up to?

#cartoon #drawing #originalcharacterart #anthro #mouse #squirrel #rodents #digitalart #cute #friends #friendship",2.0,5.0,28.0,friendship
mustLearnMore,@mustLearnMore,May 28,"""To do harm is to do yourself harm. To do injustice is to do yourself an injustice.""
— Marcus Aurelius
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness",,,5.0,friendship
Inspiration by John,@LifeWithJohn,May 29,Friends may change but the memories last forever. ~ #TrueFriends,1.0,7.0,16.0,friendship
Fab Occasions™ ( The Fab App ),@the_fab_app,May 29,"Groom Squad hopping into the Trend smartly.. 

#indianbride #indianwedding #weddingdress #bridallehenga #nikah #muslimah #muslimbride #muslimwedding #trendingreels #trendingsongs #trendingaudio #newtrend #trendingnow #trendsetter #indiangroom #squadgoals #TrendingHot #Trending",1.0,1.0,2.0,friendship
Joceline Fuzailov,@Joceline11375,May 29,She rlly is my best friend I cannot find someone as crazy as her  #bestfriends,1.0,1.0,1.0,friendship
Madcats,@madcatsalumni,May 28,"https://linktr.ee/MadcatsAlumni

Diamond  Jubilee Celebration - IHM Chennai
Save the date - 11 August 2023 | Friday | 
#madcats
#madcat
#ihmchennaialumni
#ihmchennai
#hospitality
#reunion
#DCMF
#diamondsareforever
#ihmcaa
#madcatsreunion
#11aug2023
#friends
#friendship
#batchmates",,2.0,3.0,friendship
Cooper,@29_chubbyAmelia,May 29,"Thank you to Petunia Mae 
@PetuniaMaePug
 for my turtle stuffie  that Granny helped pick out.  I love it!  Also, thanks for my blueberry treats (not pictured), they're yummy.  #dogsoftwitter #friendship",13.0,15.0,174.0,friendship
VINTA NANDA,@vintananda,May 29,"Much happiness comes when you find your next film or it finds you. 

#seeyousoon 
#friendship #friendshipgoals #friends #life #filmmaker #dilsedirectorhoonyaar",,8.0,20.0,friendship
Mariam malik,@Mariamm76656591,May 28,"Okay when you are talking to your bestie 
#BestFriend #BestFriends #BESTY #student #Students #TrendingNow #TrendingNow #Trending",1.0,1.0,9.0,friendship
Claire,@BeachTimeClaire,May 28,"Alanis Morisette at Boston Calling! Have a bit of a girl crush on this legend!     Thank you 
@CornwallKateR
 and  
@CornwallKCMark
 for treating 
@SurfSnorkelSte
 and I to a fab weekend  #BestFriends",2.0,2.0,9.0,friendship
Inspiration by John,@LifeWithJohn,May 30,"Remember, life's most valuable antiques are dear old friends. ~ #TrueFriends",,8.0,18.0,friendship
KatShirt,@KatShirt,May 28,"Everyone has their path.
That doesn't make it anymore
Right or wrong 

Than yours.

#YourPath #Positivity #Wisdom #Inspiration #Friendship #Family #Life #Writers #Photography #Poet #Author #Artist #CatsOnTwitter #CatsOfTwitter",1.0,4.0,24.0,friendship
Nothing Down Here But Love,@NothingDown21,May 28,"What you can’t see on this photo is that Jack is hugging Alfie just as tightly! 

Despite the cool face… 

Despite the typical sibling squabbles…

Their love is deep!

#brotherlylove
#trisomy21awareness
#nothingdownaboutit
#downsyndromelove
#brothersforlife
#friendsforever
#t21",5.0,6.0,41.0,friendship
𝐀𝐫𝐦𝐚𝐧,@CoolBoyArman01,May 28,"𝙁𝙧𝙞𝙚𝙣𝙙𝙨𝙝𝙞𝙥
𝘿𝙤𝙣'𝙩 𝙉𝙚𝙚𝙙 𝘾𝙪𝙩𝙚 𝙫𝙤𝙞𝙘𝙚
𝘼𝙣𝙙 𝙡𝙤𝙫𝙚𝙡𝙮 𝙁𝙖𝙘𝙚 , 
𝙁𝙧𝙞𝙚𝙣𝙙𝙨𝙝𝙞𝙥 𝙉𝙚𝙚𝙙 𝙏𝙧𝙪𝙚
𝙃𝙚𝙖𝙧𝙩 𝘼𝙣𝙙 𝙐𝙣𝙗𝙧𝙚𝙖𝙠𝙖𝙗𝙡𝙚
𝙏𝙧𝙪𝙨𝙩 . 

#Friendship #friends #Trending",4.0,7.0,21.0,friendship
Kimberly Harle Solis,@KimHarleSolisSA,May 28,Found these two early birds that woke up early and didn’t want to wake anyone else up  #SundayMorning #SundayFunday #BestFriends #Dogman #dogsarelove,,1.0,26.0,friendship
♡♡ ÌFÈÒĹÙŴÀSÈÙÑ♡♡,@Ijesha_Damsel,May 28,"Sunday buffet with my beloved .
#may30th #birthdayinabit 
#FRIENDS4EVER #friendship #beloved #oluwaseun #SundayFunday #SundayBrunch",2.0,3.0,12.0,friendship
zwoṱhe_s,@siwada_zwothe,May 28,"Reunion and a farewell 
#friendship !",1.0,1.0,9.0,friendship
Valency Jarvis,@PsychNerdV,May 29,"How does laughter sweeten your friendships and refresh your heart?

#PositivePsychology #Quotes #Friendship",,,,friendship
Gale Riding,@RidingGale,May 28,Mylo Finds A Friend #childrensbook for kids 8 and under.  Send them to bed with a story of #kindness #friendship #compassion #authors #writers #poets. The kids will sleep better.,,2.0,3.0,friendship
ರಂಗನ್ ಮಾತು,@san15saarthu,May 27,"Nice mashup for all 
@KicchaSudeep
@dasadarshan
Fans... 

Unity is strength... 

#friendship

https://youtu.be/c9VU0wLVi3k",2.0,3.0,17.0,friendship
Samuel Brown (Sam),@SAMUEL_Dreama,May 29,"True, Jacob was so young when cast as Flounder now he's at that age turning into a young man, were does time go,lol Love the pic of you two #HalleBailey #JacobTremblay #TheLittleMermaid2023 #bestfriends",,,17.0,friendship
J and J Podcast,@TheAverageJs,May 28,"Episode 63 Clip 4

Should the Fast franchise connect with the Triple X franchise?
.
.
.
#theaveragejspodcast #podcast
#podcasts #bestfriends #television #writers #weeklywrp #wrp #movies #fast #fastx #fastandfurious #indiepodcast  #marvel #dceu  #games #twitch #retweet #repost",,,3.0,friendship
DOUGH ONAH,@doughonah,May 28,"Lights, camera, action! 

Here's to the magic of the silver screen and the joy of sharing it with the ones who make life a comedy worth watching! 

Happy birthday 
@OluwatobiMayowa
 More fulfilling years ahead    

#Birthday 
#FriendshipGoals #MakingMemories
#ChildrensDay",2.0,2.0,9.0,friendship
SHEPHARD KEMBO,@shephard_kemb,May 29,"#MondayMotivation 

What if I am not sure of my friends& colleagues true intentions,should i continue to hang around them? 

People don't normally exaggerate their actions,but what they say when you are around so always watch their actions&body language more! #action #friendship",,4.0,8.0,friendship
S❂YANA ART✤shinya,@SShinyam,May 28,"Kousa Dogwood
（Japanese Flowering Dogwood）

#ヤマボウシ 
#flowers #friendship 
#Shinyaさんの撮る写真
#soyana_art_shinya 

　　Shinya19❂86 ",1.0,,47.0,friendship
𝙲𝚑𝚛𝚒𝚜𝚝𝚒𝚗𝚊,@christina_tries,May 28,"Best Friends found the dogs! In the most adorable videos you will ever see in your entire life, 
@trentylocks
 & 
@SexyChuckieT
 play with some dogs! It’s just like their intro video come to life! 
#AEWDoNFanFest #BestFriends #Dogs",1.0,2.0,47.0,friendship
Jenny,@Jennster83,May 28,"I also got to get a big #BestFriends hug! Said hi to 
@Takesoup
!! Congratulated 
@willowwrestles
 on her epic win! And wished 
@thetayavalkyrie
 good luck! All in all, #AEWFanfest was fun!! Can't wait til #DoubleOrNothing tomorrow!!",1.0,3.0,47.0,friendship
Dimpooraj Talukdar,@Dimpooraj_India,May 28,"Ep: New Friends in Life , Thanks #anini.  
#assamese #friendship",,,2.0,friendship
mustLearnMore,@mustLearnMore,May 29,"""You hypocrite, first take the plank out of your own eye, and then you will see clearly to remove the speck from your brother's eye.""
— Matthew 7 : 5
#courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity",,,1.0,friendship
Mohsen Sangi,@mohsen_sangi,May 29,"Days and weeks pass, but #friendship and kindness remain",1.0,2.0,4.0,friendship
Nick Montague,@montague_nick,May 28,"Great kids Stories -The Little Scamp's  - Sleepover Adventure: Nocturnal Animals & Farmhouse Fun   https://youtu.be/ojl8WhhQADM
#littlescamps #NocturnalAnimals #animals #sleepover #friendship #quizforkids #kidsquiz #KidsStories #storytime #kidsactivities",,1.0,,friendship
Angry Siân,@Angry_Sian,May 28,Love of my life #BFFs,,,2.0,friendship
Nebheprura,@nebheprura64,May 28,"Happy Trinity, friends! May the Almighty help you in all your good undertakings! #Trinity #faith #friendship",,1.0,23.0,friendship
Tizomu SHAFIC,@shafic_tizomu,May 29,"This Monday  morning am recalling moments of my first year in medical school, these are the covid times but Alhumdilillah Allah has pulled me through. 
This was with my old friend Edward. 
#COVID19 
#friendship",1.0,2.0,9.0,friendship
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,May 29," Friendship is born at that moment when one person says to another, 'What! You too? I thought I was the only one'. 

#Quote  CSLewis 
#Friendship 
#SoulConnections ",,6.0,33.0,friendship
Inspiration by John,@LifeWithJohn,May 29,Notice the people who make an effort to stay in your life. ~ #TrueFriends,,10.0,17.0,friendship
MuYabi KhaNom,@JasLyXMuyabi,May 28,"Hum Log 
@Jaslyxsherya
 
@MettBeauty
 

#friendshipgoals",4.0,2.0,5.0,friendship
kay,@bvbeez,May 28,all here for the drama #bffs,,1.0,6.0,friendship
Sathish kumar - Sathish On Wheels,@Rsathishkumar36,May 28,"Sunday Beach Walk | #MarinaBeach | #WheelchairYoutuber
Stay Connected & Watch out more Videos ! Click Subscribe to Sathish On Wheels YouTube Channel - https://youtube.com/@SathishOnWheels?sub_confirmation=1…

#BeachWalk #Nanbie #Friendship #SundayBeachWalk #SathishOnWheels #disabilityawareness #WheelchairLife",,,3.0,friendship
Lina Ali,@LinaAliArt,May 29,"Beautiful wedding with beautiful people!

It was a lovely event and the couple looked so sweet together. Congratulations to the beautiful couple, Pn Lela and family.

#artist #artistlife #friend #friendship #love #people #linaaliart",,,1.0,friendship
BARE,@BAREInc_org,May 28,"NEW EPISODE 

Jen and Jordan discuss #friendship experiences before, during and after #transplant.

Listen on all podcasts platforms or click the link below:

https://open.spotify.com/episode/0vzuDD36jsO6AwYLvpNyrE?si=RqGsSpCvTCWkSRfKPc3IEA…

What has your friendship experience been like throughout your #BA journey?",,1.0,4.0,friendship
TheEnglishCaravanCo,@TheEnglishCarav,May 29,"Morning Campers!...  

#morningcampers #haveagreatday #lotsoflove #caravanlove #friendship #love  #caravanfamily #smile #behappy",1.0,2.0,4.0,friendship
Rhea,@purplewhitish,May 29,"When your co-star turns as your bestest friend 
#HarshadChopda #PranaliRathod #Harshali #ShaheerSheikh #ericafernandes #sharica #yrkkh #krpkab #friendship #friendshipgoals",1.0,5.0,38.0,friendship
Abdul Hanan Baig,@hanan_baig,May 28,"Pics 1: True friends exist  

Pic 2: But same true بےغیرت friends be like

#dost #friendship #friends",,,2.0,friendship
@lvysthorns,·,May 29,i still can’t…ignore the score you know we’re #truefriends,1.0,,1.0,friendship
Petals of Support,@PetalsofSupport,May 29,"Two New Solo Episodes this week

When Times Are A’Changing (5/30)

Triggered (6/1)

Will be available everywhere 

Petals of Support 

#podcast #advice #support #life #change #selfcare #triggered #emotional #negative #love #career #relationship #family #friendship",,5.0,3.0,friendship
The Festive Farm Co.,@thefestivefarm,May 29,"Tell your elephants what they mean to you.
.
.
https://thefestivefarmco.com/products/friendship-sisterhood-elephant-ornament?utm_source=twitter&utm_medium=organic-tweet&utm_campaign=twt-el-orn-w-card&utm_content=twt-el-orn-w-card…
.
.
.
.
.
.
.
#gifts #shop #gift #shopping #giftideasforher #giftideas2023 #shopsmall #shoplocal #madeintheusa #madeinamerica #friendship #sisterhood #meaningful #spreadjoy #elephant #friendship #sisterhood",1.0,1.0,3.0,friendship
Inspiration by John,@LifeWithJohn,May 27,"Some talk to you in their free time, and some free their time to talk to you.~ There's a big difference! ~ #TrueFriends",2.0,8.0,16.0,friendship
Mythos Arts,@ArtsMythos,May 29,"The Toaster short-film is out now, watch it on my YT channel called Mythos Arts... 105 :D

#Hairstyle #Friendship #LeisureActivity #Tree #Field #Seat #Grass #Happiness #Lawn #Eyewear #Beard #rapper #music #rap #film #mythosarts #My… https://vero.co/mythosarts10/1JWL-hb8tFZ4kJdvkt2vFm9J…",,2.0,5.0,friendship
TheEnglishCaravanCo,@TheEnglishCarav,May 28,"Morning Campers!...  

#morningcampers #haveagreatday #lotsoflove #caravanlove #friendship #love  #caravanfamily #smile #behappy",2.0,2.0,7.0,friendship
Marié Rojas Tamayo - Writer,@MarieWriter1963,May 29,"Good morning, friends and family  Happy Monday! 

#Mondaymorning #friendship",10.0,7.0,27.0,friendship
Tania Crosse,@TaniaCrosse,May 28,"She sacrifices her love for duty -  but can she live with the consequences?  
#Ireland #WW2 #Plymouth #Blitz #saga #suspense #drama #heartbreak #family #friendship http://amzn.to/3fB54vd         
Bk 10 #Devon #series 
£1.99 #KindleUnlimited #paperback #Audio",,62.0,37.0,friendship
CARI,@kunichmomof4,May 29,10 years with Betty…one of my best friends no matter what our shirts say! #friendswiththeopps #truefriends,,,44.0,friendship
Over Our Garden Wall,@Overourwall,May 28,"The NOTHING ELSE MATTRESS Podcast team are all oot oot for the 
@LNFGlasgow
 gig this evening at Webster’s Glasgow. 
If you see any of us, come and tell the host 
@weepeople1
 how much 
@gfpaterson
 @welshjb
 @LadyHelene1967
 @Futch37742044
 
prop him up  #glasgow #Podcast #friendship",2.0,4.0,10.0,friendship
Robin Densmore Fuson,@RobinLFuson,May 29,"You'll love this #contemporaryromance with #mystery and #bestfriends 
A Sparkle of Silver https://amazon.com/dp/B07BD2Q7SP/ref…",,5.0,3.0,friendship
