Tweet date,Tweet,Likes,Retweets,Quote Status?,Username,Screenname,User ID,Account creation date,Followers,Verified,Tweet country location name,Tweet country location code,Tweet city location fullname,Tweet city location name,Tweet location type,Relations
2023-06-08 02:50:49+00:00,"Cheers to the bonds that make life brighter! 😀

Happy Friendship Day to all our amazing pals out there. 

#FriendshipDay #BestFriendsForever #FriendsForever #SquadGoals #BFFs #FriendsLikeFamily #FriendshipBond #FriendshipGoals #TrueFriends #FriendshipForever https://t.co/VQpokzcSM3",0,0,False,Digifix Pvt Ltd | Digital Marketing Agency,digifixaus,1239363572771127296,2020-03-16 01:31:43+00:00,48,False,,,,,,friendship
2023-06-08 01:35:10+00:00,Today I hugged a Nuke on #Warzone #championsdomination #almazrah #callofduty #wedidit #squadgoals #LFG https://t.co/uNgTvS98QR,1,0,False,Gravyneck,gravynekk,1345895708155650048,2021-01-04 00:52:12+00:00,292,False,,,,,,friendship
2023-06-07 19:08:10+00:00,"@Maazi_Nwanyanwu Wow, looks like Messi is securing the bag AND the league. I wouldn't even be surprised if he gets his own MLS team with all the perks he's getting. #SquadGoals #MLS",10,1,False,NOB The Entertainer,EntertainUsNob,1652740445657608192,2023-04-30 18:24:40+00:00,2189,False,,,,,,friendship
2023-06-07 18:34:54+00:00,"@LegionHoops No one can stop this squad! We're like a group of superheroes, but with more memes and less spandex. #SquadGoals #MemeTeam #Unstoppable",0,0,False,LiuLiu Explains EveryThing,ExplainLiuLiu,1038814280320147459,2018-09-09 15:39:59+00:00,1321,False,,,,,,friendship
2023-06-07 18:25:55+00:00,RT @ProjectCarTV: @cbaccus I’m a cardiac patient and the same unit comes to pick me up when I call 911. #squadgoals,0,1,False,TURBOCHARGER,ProjectCarTV,134012382,2010-04-17 06:33:29+00:00,3875,False,,,,,,friendship
2023-06-07 18:25:44+00:00,@cbaccus I’m a cardiac patient and the same unit comes to pick me up when I call 911. #squadgoals,2,1,False,TURBOCHARGER,ProjectCarTV,134012382,2010-04-17 06:33:29+00:00,3875,False,,,,,,friendship
2023-06-07 16:33:03+00:00,Celebrating our break ups with pizza and Krispy Kreme! #ByeByeEx #SquadGoals #Celebration https://t.co/0T63aIjzvi,0,0,False,Vish_Khanna,VishKhanna23,1567709715727286274,2022-09-08 03:01:49+00:00,30,False,,,,,,friendship
2023-06-07 16:29:49+00:00,RT @SoapAwards: Setting the bar high for #squadgoals on the red carpet 🔥📸 #BritishSoapAwards2023 @Hollyoaks https://t.co/nt2lUrzG3b,0,32,False,Will Huhges,willhuhges,233718748,2011-01-03 23:21:10+00:00,4169,False,,,,,,friendship
2023-06-07 13:50:12+00:00,"I get Doctor and Poison Control, but what's a Rescue Squad? #squadgoals This is on the back of my medicine cabinet. https://t.co/v8PiJY2arj",1,0,False,Chris Baccus,cbaccus,17464581,2008-11-18 14:23:45+00:00,8458,False,,,,,,friendship
2023-06-07 11:29:21+00:00,"When you talk about #PrinceHarry and you see a random prop crown laying around, you wear it. It’s what you do. @MikeFOX29 @AlexHolleyFOX29 @FOX29philly #legalanalyst #lexieonthelaw #squadgoals https://t.co/3xGUxe933p",6,0,False,Lexie Rigden,LexieTheLawyer,925876789,2012-11-04 18:24:16+00:00,506,False,,,,,,friendship
2023-06-07 11:27:23+00:00,"Add friends and family to your Saver's Tribe and share the deals and discounts on offer.

To add someone to your Saver's Tribe, click the ""User"" icon -&gt; ""Settings"" icon -&gt; ""Share"" icon -&gt; ""My Saver's Tribe""

#SmartSaver #SaversTribe #Save #SquadGoals #FriendshipGoals https://t.co/7xbt8aoDHu",1,1,False,The Smart Saver,The_Smart_Saver,813694921198735360,2016-12-27 10:36:01+00:00,21,False,,,,,,friendship
2023-06-07 11:21:46+00:00,HERE WE GO: Jack Grealish gets his £210k Lamborghini Performante Urus wrapped in Man City colours after securing domestic double #Lamborghini #PerformanteUrus #DomesticDouble #Winning #Goals #SquadGoals https://t.co/KwXcmSCASd,0,0,False,BeatzBlog,BeatzBlog,1514460376527785984,2022-04-14 04:28:46+00:00,132,False,,,,,,friendship
2023-06-07 10:19:49+00:00,hay ka cute and squadgoals sa hospital playlist oy 5/5 surgeons sana all 🥹🫶,0,0,False,𝔐𝔞𝔯𝔤𝔞 🌷,eddahmargareth_,1416043384486055939,2021-07-16 14:34:00+00:00,198,False,,,,,,friendship
2023-06-07 09:00:28+00:00,"RT @Galway_Races: FRIENDSHIPS 
📍 Longwood, Co. Meath.

💬Wednesday morning chats with @gelliott_racing @tuvastables and @paulcollinstipp of…",0,1,False,Sinéad Cassidy,sineadcas,769226472,2012-08-20 09:58:43+00:00,5199,False,,,,,,friendship
2023-06-07 08:55:28+00:00,"FRIENDSHIPS 
📍 Longwood, Co. Meath.

💬Wednesday morning chats with @gelliott_racing @tuvastables and @paulcollinstipp of @ballywiremedia 

🎧News coming soon…stay tuned. 

#galwayraces #rarintogo #storytelling #squadgoals #HorseRacing https://t.co/fpmy7hhJ8p",9,1,False,Galway Races,Galway_Races,70223230,2009-08-30 21:48:13+00:00,21067,False,,,,,,friendship
2023-06-07 07:49:37+00:00,"Looking for Territory 🤝 Cardiff Demons 2023 Squad

What a start to the ⁦@SuperLeague⁩ south season 👏😅🏉💥🤯

#WomensRugbyLeague #CardiffDemons #BWSLS #Round1 #Fixture #Clash #SquadGoals #KweensOfTheSouth #DefendingChamps #UppaDemons #LetsGo  https://t.co/zcBeRBUV0h",4,0,False,Cardiff Demons RLFC,CardiffDemons,1398138077000966144,2021-05-28 04:45:50+00:00,644,False,,,,,,friendship
2023-06-07 03:42:31+00:00,"RT @PinsonLibrary: Our Summer Reading Program 2023 is off to a great start!
Thanks for helping us during our #SquadGoals Summer Kick-Off, @…",0,2,False,John D'Oriocourt,Kibner,296985072,2011-05-11 18:43:22+00:00,113,False,,,,,,friendship
2023-06-07 02:39:44+00:00,@vodkauncle @FetusGoddess @astraeagoods We’d def be #squadgoals pulling up at Larry’s,0,0,False,Daij 🌼,dbalfour_,248908221,2011-02-07 23:51:24+00:00,727,False,,,,,,friendship
2023-06-07 01:50:22+00:00,"RT @srfHOPE2413: We’re Better In #SquadGoals

@JohnDBeckTV @Scatter @betsysullenger @JessMarieGarcia @TenzingTrainor @JoeyBragg @JimmyBelli…",0,1,False,John D Beck,JohnDBeckTV,1871666322,2013-09-16 13:37:22+00:00,24194,False,,,,,,friendship
2023-06-07 01:30:05+00:00,@brianlfrye @AMWClarkLaw Bartleby and Ginger Nut.  #SquadGoals #Sciveners4Life,1,0,False,Richard Heppner @RLHeppner@mastodon.lawprofs.org,RLHeppner,585312148,2012-05-20 03:03:44+00:00,1286,False,,,,,,friendship
2023-06-07 01:05:28+00:00,"RT @PinsonLibrary: Our Summer Reading Program 2023 is off to a great start!
Thanks for helping us during our #SquadGoals Summer Kick-Off, @…",0,2,False,Birmingham Squadron,GleagueSquadron,1390042607305302017,2021-05-05 20:41:35+00:00,5814,False,,,,,,friendship
2023-06-06 23:56:11+00:00,"We’re Better In #SquadGoals

@JohnDBeckTV @Scatter @betsysullenger @JessMarieGarcia @TenzingTrainor @JoeyBragg @JimmyBellinger @ShakGacha @victoriamoroles @SirBenjaminKing 

@sofiaceIenee @Ciarawilsonxo https://t.co/IbJDVEBF1v",7,1,False,Sara(Rose) Freedman 💜,srfHOPE2413,759964393,2012-08-15 19:03:31+00:00,2005,False,,,,,,friendship
2023-06-06 23:53:27+00:00,anyone wanna join my fortnite trio so we can have a full squad #squadgoals,1,0,False,four,muppetscrump,1524507221182271492,2022-05-11 21:50:33+00:00,33,False,,,,,,friendship
2023-06-06 22:01:12+00:00,"Our Summer Reading Program 2023 is off to a great start!
Thanks for helping us during our #SquadGoals Summer Kick-Off, 
@GleagueSquadron  's Commander! (3/3) https://t.co/qu0TFCaUU7",2,0,False,Pinson PublicLibrary,PinsonLibrary,506556864,2012-02-27 23:24:43+00:00,408,False,,,,,,friendship
2023-06-06 21:58:54+00:00,"Our Summer Reading Program 2023 is off to a great start!
Thanks for helping us during our #SquadGoals Summer Kick-Off, @GleagueSquadron 's Commander! (2/3) https://t.co/2VWpAuzRpd",1,0,False,Pinson PublicLibrary,PinsonLibrary,506556864,2012-02-27 23:24:43+00:00,408,False,,,,,,friendship
2023-06-06 21:56:22+00:00,"Our Summer Reading Program 2023 is off to a great start!
Thanks for helping us during our #SquadGoals Summer Kick-Off, @GleagueSquadron 's Commander! (1/3) https://t.co/unmD6VlFGG",3,2,False,Pinson PublicLibrary,PinsonLibrary,506556864,2012-02-27 23:24:43+00:00,408,False,,,,,,friendship
2023-06-06 21:36:50+00:00,"RT @FurrHS: Congratulations to our amazing, supportive and dedicated administrators for propelling our #Classof2023 to #destinationgreatnes…",0,3,False,Barbara Jordan Career Center,BJHSC_HISD,2179162316,2013-11-07 02:09:37+00:00,760,False,,,,,,friendship
2023-06-06 18:29:30+00:00,@sphynxbtc You got it superstar. I really enjoy your hosting style:) #SquadGoals,1,0,False,Griff,DavidGriffinJr3,948460069485760512,2018-01-03 07:44:36+00:00,141,False,,,,,,friendship
2023-06-06 18:24:57+00:00,@adragontattoo @jedwardhague @Ur_a_Smartass_C Was thinking the same:) #SquadGoals,0,0,False,Griff,DavidGriffinJr3,948460069485760512,2018-01-03 07:44:36+00:00,141,False,,,,,,friendship
2023-06-06 18:21:07+00:00,"@Ur_a_Smartass_C Nope, not nervous —I’m jealous! Nice collection and safe. #SquadGoals",0,0,False,Griff,DavidGriffinJr3,948460069485760512,2018-01-03 07:44:36+00:00,141,False,,,,,,friendship
2023-06-06 16:20:47+00:00,RT @PEStLukes: St Luke’s team ERC Athletics 👏🏻🥳 @StLukesHigh @StLukesHFTT @ActiveSchoolsER #squadgoals https://t.co/1DFsIY8oqD,0,1,False,Active Schools East Renfrewshire,ActiveSchoolsER,1141624174395428864,2019-06-20 08:29:48+00:00,1579,False,,,,,,friendship
2023-06-06 16:20:23+00:00,St Luke’s team ERC Athletics 👏🏻🥳 @StLukesHigh @StLukesHFTT @ActiveSchoolsER #squadgoals https://t.co/1DFsIY8oqD,10,1,False,St Luke’s PE dept.,PEStLukes,3119127563,2015-03-26 16:32:52+00:00,627,False,,,,,,friendship
2023-06-06 15:30:14+00:00,"#SquadGoals at Bracknell Leisure Centre!

Being active as part of a group has some fantastic benefits keeping you motivated and having positive social interactions with like-minded people 🙌

#everyoneactive #exercise #gym #activetogether #teamwork #dreamteam #groupexercise https://t.co/ivSA6YCm3g",1,0,False,Everyone Active,EveryoneActive,153228437,2010-06-08 00:53:36+00:00,19178,False,,,,,,friendship
2023-06-06 14:38:06+00:00,Love this chic. This is what we mean when we say take one for the team! #squadgoals #fortworth #dfw #poppish https://t.co/eEppZCyh3M,0,0,False,Sharee Nicole Vaughn,ShareeNVaughn,1510974677405085702,2022-04-04 13:37:03+00:00,7,False,,,,,,friendship
2023-06-06 09:43:58+00:00,RT @SoapAwards: Setting the bar high for #squadgoals on the red carpet 🔥📸 #BritishSoapAwards2023 @Hollyoaks https://t.co/nt2lUrzG3b,0,32,False,Mike Gleeson,mikebagleeson,4886076381,2016-02-07 23:22:57+00:00,706,False,,,,,,friendship
2023-06-06 09:41:00+00:00,"Team up with friends, strategize, and conquer challenges together! 🤝🌐 #SquadGoals #VirtualTeamwork @AftermathIsland 
 #NFT #PlayToEarn #WAXP #NFTCommunity 

https://t.co/Atmq5HFBC4",3,0,False,7 Days Space,7Days_space,948844487148785664,2018-01-04 09:12:09+00:00,650,False,,,,,,friendship
2023-06-06 06:30:35+00:00,"There are just 4 days to go until our 2023/24 football trials!⁠
⁠
DM us for more info.

#lovefootball #sports #footballfever #footballfitness #football #footballedits #pioneerfc #soccer #squad #squadgoals #streatham #streathammums #wimbledon #wimbledonmums #balham #balhammums https://t.co/ubmMyxUHVN",0,0,False,PioneerFC,fc_pioneer,1375040590946123782,2021-03-25 11:03:31+00:00,134,False,,,,,,friendship
2023-06-06 06:10:10+00:00,"ICUMI
@GolfRSA No 1 Altin van der Merwe (68-66-69-66) the runner-up on 11-under &amp; Jordan Burnand (69-70-65-69) takes 4th on 7-under at Meldrum House.

2023 #GolfRSAUKTour | Scottish Men’s Open | Meldrum House
#golfrsa #itstartshere #squadgoals #squad https://t.co/7GCUpXmccV",1,1,False,GolfRSA,GolfRSA,3447351442,2015-08-26 13:23:12+00:00,4204,False,,,,,,friendship
2023-06-06 04:37:05+00:00,"Tannaz Irani, Sara Arfeen Khan, Kashmera Shah, Munisha Khatwani, Rohit Verma were spotted at the airport giving major squad goals! 

#squadgoals #spotted #airport #PNK 

@kashmera1 , @tannazirani_, @saraarfeenkhan, @rohitkverma, @munishakhatwani @parulchawla9, @PiictureNKraft https://t.co/ZY9aLHec92",0,0,False,PictureNKraft,PiictureNKraft,487346965,2012-02-09 08:20:22+00:00,289,False,,,,,,friendship
2023-06-05 23:50:12+00:00,"When you and your squad had no idea this was a thing..  Surprise! 🤣
#Fortnite #PortaPotty #SquadGoals https://t.co/24ClHjYstV",0,0,False,Jordan,thebiggknight,1590028565373849600,2022-11-08 17:09:01+00:00,48,False,,,,,,friendship
2023-06-05 21:59:05+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/OY0SSIoDhq",4,0,False,little sun,Linlin_gffyhu,553396840,2012-04-14 09:32:31+00:00,174,False,,,,,,friendship
2023-06-05 21:58:03+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/G5BPHVJAid",0,0,False,Small flowers,EVA_c133,736731788370939904,2016-05-29 01:32:00+00:00,158,False,,,,,,friendship
2023-06-05 21:57:18+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/PUpOkn1sqN",1,0,False,Small flowers,NaEun_FDGV,222501025,2010-12-03 16:13:44+00:00,470,False,,,,,,friendship
2023-06-05 21:56:18+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/o2iYqqqprM",0,0,False,flower branches,Linlin_jklhklu,1658812116000972801,2023-05-17 12:30:21+00:00,60,False,,,,,,friendship
2023-06-05 21:53:38+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/rAal2A2uUW",0,0,False,flower branches,Linli_bjikjgb,1658809195913940994,2023-05-17 12:18:44+00:00,48,False,,,,,,friendship
2023-06-05 21:53:06+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/6pXXamYjx2",2,0,False,flower branches,Linlin_564,1658811613342990338,2023-05-17 12:28:21+00:00,35,False,,,,,,friendship
2023-06-05 21:52:34+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/7tpdAviHXm",0,0,False,flower branches,Linlin_gt6785,1658808741985411073,2023-05-17 12:16:56+00:00,25,False,,,,,,friendship
2023-06-05 21:51:00+00:00,"RT @totstevenson: Our “Breakfast at Tiffany’s” Team Plenary Session was a whole vibe. Fun, Fellowship &amp; Forethought for 2023-2024. We are M…",0,1,False,LaJoyce Johnson,LJohnson_CA53,1538008180365529090,2022-06-18 03:58:42+00:00,55,False,,,,,,friendship
2023-06-05 21:50:46+00:00,"A good friend will take you where you want to go, but a best friend will always be by your side in everything, no matter where you are or what you do.   #Friendship #BFFs #FriendsForever #Besties #SquadGoals #FriendshipGoals #TrueFriends #KindredSpirits #SupportSystem https://t.co/Hspcxldy7O",1,0,False,flower branches,Linlin_jhopuh,1657660564670410752,2023-05-14 08:14:30+00:00,24,False,,,,,,friendship
2023-06-05 21:46:52+00:00,"When you hear about the possibility of Dream and Spreen teaming up on TEMU, you'll be SO EXCITED to join the party! Use my invite code &lt;172876312&gt; and get up to $20 in cash rewards. Let's celebrate like it's 2022!"" #TEMUpromo #cashrewards #squadgoals
https://t.co/lARTRQknE4",0,0,False,✨P E✨,PE1804640975872,1651969225466970113,2023-04-28 15:19:06+00:00,5,False,,,,,,friendship
2023-06-05 19:45:50+00:00,"Altamirano may have been a great writer, but have you seen the artistic trio of Lorca, León &amp; Aleixandre? They're #squadgoals! Check out their pic here and get up to $20 in cash rewards using the #1 shopping app TEMU. 🤑💰 

https://t.co/l6t1anlhab https://t.co/KP3vkrH1OB",0,0,False,JEANNETTE TRUJILLO,JEANNET37021257,1599717307479195649,2022-12-05 10:48:37+00:00,7,False,,,,,,friendship
2023-06-05 19:12:57+00:00,RT @SoapAwards: Setting the bar high for #squadgoals on the red carpet 🔥📸 #BritishSoapAwards2023 @Hollyoaks https://t.co/nt2lUrzG3b,0,32,False,emma_tr4_rhinos🦏🇬🇧,emma_tr4_rhinos,105784219,2010-01-17 13:25:13+00:00,193,False,,,,,,friendship
2023-06-05 18:34:02+00:00,"RT @BlueLove_1920: Reason #6,387 of why I love #TMobile! We are #UnCarrier  #BetterTogether, and we want you to #BeYou #ILoveMyJob #MyJobIs…",0,2,False,Ms. Marie Sifuentes,MsMarieDotCom,789851059418116098,2016-10-22 15:29:02+00:00,10671,False,,,,,,friendship
2023-06-05 18:23:36+00:00,"RT @BlueLove_1920: Reason #6,387 of why I love #TMobile! We are #UnCarrier  #BetterTogether, and we want you to #BeYou #ILoveMyJob #MyJobIs…",0,2,False,TFB East CS All-Stars,TfbCec,1535348855377731584,2022-06-10 19:51:42+00:00,208,False,,,,,,friendship
2023-06-05 16:25:12+00:00,"End of school year party! 
#9SquareInTheAir #GameTime #GameAnywhere #9Square #SquadGoals #GoOutside #friends #PhysEd #campgames https://t.co/gT9diNYX3w",0,0,False,9 Square in the Air,9squareintheair,164803995,2010-07-09 20:13:34+00:00,571,False,,,,,,friendship
2023-06-05 16:17:37+00:00,"Absolute Legend…caddying for his friend at a #USOpen Qualifier the day after a win on the @PGATOUR 

😂 I love this guy. One of the best out there (in more ways than golf).

#Legend #winner #friends #squadgoals  #viktorhovland https://t.co/Ziy0908HpG",1,0,False,Phantom’s Hideout,THCGolf,1566564155573669888,2022-09-04 23:09:50+00:00,20,False,,,,,,friendship
2023-06-05 15:19:05+00:00,"Good amazing Monday morning everyone, WOOOOOOOO! We got Monday on the ropes already; Monday has another case of ""Us"" this week. Have a great day and keep doing great things everyone. #MondayMotivation #SquadGoals",1,0,False,Joseph Mann,Jmann9124,1600279347738329088,2022-12-07 00:02:50+00:00,245,False,,,,,,friendship
2023-06-05 14:36:28+00:00,"🥂🍳🥐Nothing beats a Sunday on a Monday! 😜🙌 Our squad is back at it again, living our best lives with mimosas and delicious food. 🤩🍹🍴 Don't be shy, 🤔👀 Join in on the fun have a Monday morning drink with us. 🙏🍾 You deserve it! 😉 #MondayBrunch #SquadGoals #MimosaMonday🥃 https://t.co/60cko2v2Nr",1,0,False,Fabian Starr,STARGATEZ,43998710,2009-06-01 23:10:21+00:00,46644,False,,,,,,friendship
2023-06-05 13:49:40+00:00,"a whirlwind wedding week for my cousin and his beautiful bride! so good to get the Hafeji Crew altogether again 💕💍#AdamKiShaadi #squadgoals

now time to get my #CommsHero cape back on and get back to work! https://t.co/7e29br8ybT",13,1,False,Ruqaiyah | رقيّة,ruqaiyahNHS,1107591913392222208,2019-03-18 10:37:44+00:00,454,False,,,,,,friendship
2023-06-05 13:47:26+00:00,"""Groom Squad and Bride Squad on fleek! 💍🔥 Customized tees for the litest wedding crew! #SquadGoals #GroomSquad #BrideSquad #WeddingVibes #BrideTribe #GroomGang #CustomizedTees #GenZWedding #WeddingSwag https://t.co/NEj7rgfWAN",2,0,False,Alma Mater,almamaterstore,88739205,2009-11-09 19:29:08+00:00,3165,False,,,,,,friendship
2023-06-05 12:57:29+00:00,"MIAMI HEAT STRIKES BACK! 🌴🔥
What a game it was as the Miami Heat battled fiercely against the Denver Nuggets, emerging victorious and squaring the series 1-1! 🏀💥 

#NBAFinals #TheSportanic • #SportsRedefined • #MiamiHeat • #SquadGoals • #Game2Victory • #Nuggets https://t.co/BGuSEJxdNg",3,0,False,Sportanic,TheSportanic,1498771607086587910,2022-03-01 21:26:25+00:00,96,False,,,,,,friendship
2023-06-05 12:20:39+00:00,"Reason #6,387 of why I love #TMobile! We are #UnCarrier  #BetterTogether, and we want you to #BeYou #ILoveMyJob #MyJobIsBetterThanYours #DallasPride #SquadGoals https://t.co/fqAKMQaLLp",9,2,False,Stacy BluePaparazzi Rayon,BlueLove_1920,37379216,2009-05-03 06:34:09+00:00,2945,False,United States,US,"Irving, TX",Irving,city,friendship
2023-06-05 11:40:42+00:00,RT @SoapAwards: Setting the bar high for #squadgoals on the red carpet 🔥📸 #BritishSoapAwards2023 @Hollyoaks https://t.co/nt2lUrzG3b,0,32,False,paty salazar,nallel56_paty,1328135761,2013-04-05 01:08:46+00:00,267,False,,,,,,friendship
2023-06-05 11:07:32+00:00,"RT @LamontArtis: AcKan Imports, LLC, https://t.co/o5SSDwbpPO Delivery of Fertilizer - What can AcKan do for you? #Squadgoals https://t.co/P…",0,1,False,Lamont DeVon Artis II,LamontArtis,1508950647386910726,2022-03-29 23:34:24+00:00,396,False,,,,,,friendship
2023-06-05 06:08:44+00:00,"RT @socceraid: Serious #SquadGoals for the Soccer Aid World XI FC 🤩 

🎟️ See them live at Old Trafford next Sunday: https://t.co/Ts7zWORjWx…",0,12,False,nailea💓 IPHIS DAY🤍🖤,nailea_carrasco,1452454207957704704,2021-10-25 01:57:57+00:00,51,False,,,,,,friendship
2023-06-05 05:45:59+00:00,"RT @SurreyStormNPL: Loved the U15’s session this morning.   Working together, trusting each other.  #SquadGoals #Smiles #Strength #Success…",0,4,False,Sharon G,mamagarner,141001551,2010-05-06 23:03:26+00:00,970,False,,,,,,friendship
2023-06-05 04:36:56+00:00,"RT @GolfRSA: #Spotlight
Jordan Burnand on making the @GolfRSA National Squad in 2023.

#golfrsa #itstartshere #squadgoals #squad #goals 
@c…",0,2,False,Grant Hepburn,granthepburn,153726576,2010-06-09 08:45:26+00:00,1746,False,,,,,,friendship
2023-06-05 04:33:54+00:00,#squadgoals  Thanks Mighty Hoopla you’ve been gorgeous 😘 https://t.co/uj0QYy9ADX,2,0,False,Ash Allibhai,aashionista,2460326696,2014-04-23 20:54:30+00:00,253,False,,,,,,friendship
2023-06-05 03:07:10+00:00,RT @mrs_ebradley: The best team ever! #squadgoals #dreamteam #destinationgreatness,0,1,True,De Castro,sirkim05,1199484906,2013-02-20 04:02:29+00:00,1068,False,,,,,,friendship
2023-06-05 02:53:39+00:00,The best team ever! #squadgoals #dreamteam #destinationgreatness https://t.co/5ZLM54qkBc,2,1,True,Dr. Erin Bradley,mrs_ebradley,890810488937828352,2017-07-28 05:45:45+00:00,195,False,,,,,,friendship
2023-06-05 02:08:20+00:00,"🏟Meet the SLUGGERS HIT Squad -- in the near future, we will be activating a rewards program championed by our elite lineup of characters! #hitsluggers #collectiblecannabis #squadgoals https://t.co/AOQcVhaEL5",0,0,False,hitsluggers,hitsluggers,1460754359214555137,2021-11-16 23:39:15+00:00,123,False,,,,,,friendship
